StudentNumber,Gender,Year,Semester,CourseCode,LetterGrade,TotalGrade,GradeonDiscussionForumAccumulatedpoints,GradeonDiscussionLeader,GradeonAssignment1,GradeonAssignment2,GradeonFinalPaper,TotalTimeStudentsspentinCourseonSundays,TotalTimeStudentsspentinCourseonMondays,TotalTimeStudentsspentinCourseonTuesdays,TotalTimeStudentsspentinCourseonWednesdays,TotalTimeStudentsspentinCourseonThursdays,TotalTimeStudentsspentinCourseonFridays,TotalTimeStudentsspentinCourseonSaturdays,TotalTimeStudentsspentinCourseinHours,AverageTimeinCourseinHours,TotalLogins,TotalitemsAccessed,TotaltimespentonAssignment1inHours,NumberofTimesAssignment1Accessed,TotaltimespentonAssignment2inHours,NumberofTimesAssignment2Accessed,TotaltimespentonAssignmentscontentfolderinHours,NumberofTimesAssignmentscontentfolderAccessed,TotaltimespentonFinalPaperinHours,NumberofTimesFinalPaperAccessed,TotaltimespentonReadingfortheCourse,NumberofTimesReadingforthecourseAccessed,TotaltimespentonWeek1Readingsinhrs,NumberofTimesWeek1RdgsAccessed,TotaltimespentonWeek2Readingsinhrs,NumberofTimesWeek2RdgsAccessed,TotaltimespentonWeek3Readingsinhrs,NumberofTimesWeek3RdgsAccessed,TotaltimespentonWeek4Readingsinhrs,NumberofTimesWeek4RdgsAccessed,TotaltimespentonWeek5Readingsinhrs,NumberofTimesWeek5RdgsAccessed,TotaltimespentonWeek6Readingsinhrs,NumberofTimesWeek6RdgsAccessed,TotaltimespentonWeek7Readingsinhrs,NumberofTimesWeek7RdgsAccessed,TotaltimespentonWeek8Readingsinhrs,NumberofTimesWeek8RdgsAccessed,TotaltimespentonWeek9Readingsinhrs,NumberofTimesWeek9RdgsAccessed,TotaltimespentonWeek10Readingsinhrs,NumberofTimesWeek10RdgsAccessed,TotaltimespentonSyllabusinhrs,NumberofTimesSyllabusAccessed,TotaltimespentonWeeklyContentinhrs,NumberofTimesWeeklyContentAccessed,TotaltimespentonWeeklyContentforWeeks9and10,NumberofTimesWeeklycontentwk9andwk10Accessed,TotalHitsonContentAreaApp,TotalHitsinsideContentAreas,HitsonContent,HitsonInformation,HitsonBboardHelp,HitsonAssignment,HitsonCourseResources,HitsonQuiz,HitsonSyllabus,HitsonDocuments,HitsonReadings,Hitsonbooks,HitsonEReserves,HitsonFinalPaper,HitsonMessages,HitsonFirstSteps,HitsonRoster,hitsonParticipation,HitsonSubmittingWork,HitsonWebLinksampother,HitsonTasks,HitsonWebSitesampother,HitsonStaffInformation,HitsonToolsAreaApp,TotalHitsonMyGradesApp,TotalHitsonAnnouncementApp,TotalHitsonDBApp,DBDiscussionLeaderSignupboardMFhits,DBGeneralQuestionsMFhits,DBIntroductionMFhits,DBWaterCoolerMFHits,DBWeek1MFhits,DBWeek2MFhits,DBWeek3MFhits,DBWeek4MFhits,DBWeek5MFhits,DBWeek6MFhits,DBWeek7MFhits,DBWeek8MFhits,DBWeek9MFhits,DBWeek10MFhits,TotalDBMFhits,DBDiscussionLeaderSignupboardNumberofposts,DBGeneralQuestionsNumberofposts,DBIntroductionNumberofposts,DBWaterCoolerNumberofposts,DBWeek1Numberofposts,DBWeek2Numberofposts,DBWeek3Numberofposts,DBWeek4Numberofposts,DBWeek5Numberofposts,DBWeek6Numberofposts,DBWeek7Numberofposts,DBWeek8Numberofposts,DBWeek9Numberofposts,DBWeek10Numberofposts,TotalNumberofDBposts,logtotaltimestudentspentincourse,ReflectlogGrades,LogGradeonDiscussLeader,sqrtgradeonasgnmt1,Loggradeonasgnmt2,LogTotalHitsonContentAreaApp,LogTotalHitsinsideContentAreas,loghitsonassignment,logthitsoncourseresources,loghitsonquiz,loghitsonsyllabus,loghitsondocuments,sqrthitsonweblinksandothers,LogHitsonWebsitesandOthers,SqrtHitsonStaffInformation,SqrtHitsonToolsAreaApp,SqrtTotalHitsonMyGradesApp,LogTotalHitsonAnnouncementApp,LogTotalHitsonDBApp,InvDB?GeneralQuestionsMFhits,SqrtDBIntroMFhits,LogDBWaterCoolerMFhits,LogDBWeek1MFhits,LogDBWeek2MFhits,LogDBWeek3MFhits,LogDBWeek4MFhits,LogDBWeek5MFhits,LogDBWeek6MFhits,LogDBWeek7MFhits,LogDBWeek8MFhits,LogDBWeek9MFhits,LogDBWeek10MFhits,LogTotalDBMFhits,InvDBGeneralQuestionsNumberofposts,InvDBWaterCoolerNumberofposts,LogDBIntroductionNumberofposts,LogDBWk1NumberofPosts,LogDBWk2NumberofPosts,LogDBWk3NumberofPosts,LogDBWeek4Numberofposts,LogDBWeek5Numberofposts,LogDBWeek6Numberofposts,LogDBWeek7Numberofposts,LogDBWeek8Numberofposts,LogDBWeek9Numberofposts,LogDBWeek10Numberofposts,LogTotalNumberofDBposts,StudentDuplicateCases
11,1,2014,Spring,1,A,97,24,16,15,14,28,11,2,5,9,9,3,10,48,7,104,12,0,10,0,7,4,26,0,4,2,23,0,0,1,5,0,0,0,1,0,0,1,5,0,0,0,3,0,2,0,0,3,10,9,60,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,1,0,5,4,11,7,7,4,5,4,22,0,70,#NULL!,#NULL!,1,0,5,4,12,7,7,4,5,4,22,5,76,1.69,0.6,1.2,3.87,1.15,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,0.7,0.6,1.04,0.85,0.85,0.6,0.7,0.6,1.34,#NULL!,1.85,#NULL!,#NULL!,0,0.7,0.6,1.08,0.85,0.85,0.6,-0.16,0.6,1.34,0.7,1.88,0
12,2,2014,Spring,1,B+,90,22,14,15,12,27,7,7,6,6,1,1,#NULL!,27,5,90,17,0,5,0,2,4,13,0,2,4,35,0,0,0,4,0,0,2,5,0,3,1,3,0,0,0,3,0,2,0,3,0,3,3,38,0,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,0,4,4,3,5,2,4,4,5,4,8,46,1,1,1,0,4,4,3,4,2,4,4,5,4,9,46,1.43,1.04,1.15,3.87,1.08,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,#NULL!,0.6,0.6,0.48,0.7,0.3,0.6,0.6,0.7,0.6,0.9,1.66,1,#NULL!,0,0.6,0.6,0.48,0.6,0.3,0.6,-0.22,0.7,0.6,0.95,1.66,1
13,2,2014,Spring,1,B+,90,22,15,14,13,26,6,5,3,10,0,0,2,27,4,62,13,0,1,0,2,2,13,0,0,2,25,0,0,0,1,0,0,3,5,0,5,1,1,0,0,0,1,0,2,0,0,3,7,1,10,0,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,0,1,0,1,4,6,11,4,3,4,3,3,0,41,1,#NULL!,1,0,1,4,5,11,4,3,4,3,3,2,42,1.43,1.04,1.18,3.74,1.11,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,0,0.6,0.78,1.04,0.6,0.48,0.6,0.48,0.48,#NULL!,1.61,#NULL!,#NULL!,0,0,0.6,0.7,1.04,0.6,0.48,-0.22,0.48,0.48,0.3,1.62,1
14,2,2014,Spring,1,B+,90,24,14,14,12,26,9,1,3,14,3,6,4,39,6,68,16,1,2,0,2,1,23,0,1,0,13,0,0,0,1,0,0,1,4,1,15,1,2,0,0,2,2,2,2,0,1,2,8,1,30,0,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,0,1,0,2,5,9,4,4,8,5,5,5,1,50,2,#NULL!,1,0,2,5,9,4,4,8,5,5,5,7,57,1.59,1.04,1.15,3.74,1.08,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,0.3,0.7,0.95,0.6,0.6,0.9,0.7,0.7,0.7,0,1.7,#NULL!,#NULL!,0,0.3,0.7,0.95,0.6,0.6,0.9,-0.16,0.7,0.7,0.85,1.76,1
15,2,2014,Spring,1,,96,24,15,13,14,30,0,4,4,5,9,1,3,25,4,42,12,0,1,0,2,0,7,0,1,0,8,0,0,0,3,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,1,6,21,0,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,1,0,0,2,3,3,10,3,3,3,3,3,3,37,1,2,2,0,2,3,3,10,3,3,3,3,3,4,42,1.39,0.7,1.18,3.61,1.15,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,0,#NULL!,0.3,0.48,0.48,1,0.48,0.48,0.48,0.48,0.48,0.48,1.57,0.5,#NULL!,0.3,0.3,0.48,0.48,1,0.48,0.48,-0.32,0.48,0.48,0.6,1.62,1
16,2,2014,Spring,1,,86,20,10,15,14,27,3,4,5,12,4,1,3,32,5,80,14,0,1,0,2,0,6,0,0,2,26,0,0,0,3,0,0,1,5,0,3,0,4,0,0,1,2,1,4,0,2,0,2,7,47,2,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,0,1,0,2,3,3,1,4,5,3,3,4,2,32,1,#NULL!,1,0,2,3,3,1,4,5,3,3,4,4,34,1.51,1.18,1,3.87,1.15,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,0.3,0.48,0.48,0,0.6,0.7,0.48,0.48,0.6,0.3,1.51,#NULL!,#NULL!,0,0.3,0.48,0.48,0,0.6,0.7,-0.32,0.48,0.6,0.6,1.53,0
17,2,2014,Spring,1,A-,91,24,15,14,12,26,2,6,1,1,6,2,3,21,3,40,12,0,3,0,2,1,14,0,2,1,15,0,0,3,3,0,0,1,4,1,2,0,1,0,0,0,1,0,0,0,1,0,0,1,4,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,2,3,3,3,7,5,5,4,5,2,39,1,#NULL!,2,0,2,3,3,3,7,5,5,4,5,5,45,1.32,1,1.18,3.74,1.08,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,0.3,0.48,0.48,0.48,0.85,0.7,0.7,0.6,0.7,0.3,1.59,#NULL!,#NULL!,0.3,0.3,0.48,0.48,0.48,0.85,0.7,-0.16,0.6,0.7,0.7,1.65,1
18,2,2014,Spring,1,A-,91,23,15,13,15,25,11,3,3,7,5,2,2,33,5,53,12,0,4,0,2,1,10,0,1,0,16,0,0,0,4,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,1,1,7,0,13,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,0,0,7,8,12,5,9,6,8,3,5,4,69,2,2,1,0,8,6,11,5,9,6,8,2,5,4,69,1.52,1,1.18,3.61,1.18,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,0,#NULL!,0.85,0.9,1.08,0.7,0.95,0.78,0.9,0.48,0.7,0.6,1.84,0.5,#NULL!,0,0.9,0.78,1.04,0.7,0.95,0.78,-0.04,0.3,0.7,0.6,1.84,1
19,2,2014,Spring,2,B+,91,37.65,18,9,20,6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,36,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,4,0,6,7,6,6,6,4,7,3,49,#NULL!,0,#NULL!,0,3,#NULL!,1,1,3,3,2,0,2,4,19,1.56,1.01,1.26,2.94,1.3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,0.6,#NULL!,0.78,0.85,0.78,0.78,0.78,0.6,0.85,0.48,1.69,#NULL!,#NULL!,#NULL!,0.48,#NULL!,0,0,0.78,0.48,-0.52,#NULL!,0.3,0.6,1.28,1
20,1,2014,Spring,2,A,100,38.6,18,9,20,15,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,4,0,5,5,5,8,6,6,5,4,48,#NULL!,0,#NULL!,0,6,#NULL!,0,0,0,3,0,1,0,19,29,1.44,0,1.26,3.02,1.31,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,0.6,#NULL!,0.7,0.7,0.7,0.9,0.78,0.78,0.7,0.6,1.68,#NULL!,#NULL!,#NULL!,0.78,#NULL!,#NULL!,#NULL!,0.7,0.48,#NULL!,0,#NULL!,1.28,1.46,1
21,1,2014,Spring,2,A,98,38.6,18,9,20,12,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,52,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,6,0,4,5,5,6,5,5,5,0,41,#NULL!,0,#NULL!,0,7,#NULL!,3,3,3,3,3,3,4,3,32,1.71,0.42,1.26,3.02,1.3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,0.78,#NULL!,0.6,0.7,0.7,0.78,0.7,0.7,0.7,#NULL!,1.61,#NULL!,#NULL!,#NULL!,0.85,#NULL!,0.48,0.48,0.7,0.48,-0.32,0.48,0.6,0.48,1.51,0
21,1,2014,Fall,10,,90,35,#NULL!,4,16,35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,25,31,0,0,#NULL!,17,7,#NULL!,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,95,388,0,0,1,0,8,7,6,7,7,0,6,6,6,#NULL!,54,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,1.04,#NULL!,2,1.2,1.4,1.49,1.23,0.85,#NULL!,0.85,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.98,2.59,#NULL!,1,#NULL!,0.9,0.85,0.78,0.85,0.85,#NULL!,0.78,0.78,0.78,#NULL!,1.73,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.85,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1
22,1,2014,Spring,2,B,85,30.98,14,8,17,15,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,22,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,4,0,0,6,5,5,5,5,6,2,38,#NULL!,0,#NULL!,0,4,#NULL!,0,2,3,0,1,5,3,3,21,1.34,1.21,1.15,2.86,1.23,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,0.6,#NULL!,#NULL!,0.78,0.7,0.7,0.7,0.7,0.78,0.3,1.58,#NULL!,#NULL!,#NULL!,0.6,#NULL!,#NULL!,0.3,0.7,#NULL!,#NULL!,0.7,0.48,0.48,1.32,1
23,2,2014,Spring,2,A,97,38.12,16,9,20,15,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,38,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,0,0,6,6,5,5,6,5,5,4,42,#NULL!,0,#NULL!,0,0,#NULL!,6,6,4,5,5,2,1,4,33,1.58,0.6,1.2,2.94,1.29,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,#NULL!,#NULL!,0.78,0.78,0.7,0.7,0.78,0.7,0.7,0.6,1.62,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.78,0.78,0.7,0.7,-0.16,0.3,0,0.6,1.52,1
24,2,2014,Spring,2,A,100,38.6,18,9,20,14,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,82,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,3,0,5,6,6,5,5,6,5,4,45,#NULL!,1,#NULL!,0,7,#NULL!,1,0,0,0,0,0,8,13,30,1.92,-0.1,1.26,3.02,1.31,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,0.48,#NULL!,0.7,0.78,0.78,0.7,0.7,0.78,0.7,0.6,1.65,1,#NULL!,#NULL!,0.85,#NULL!,0,#NULL!,0.78,#NULL!,#NULL!,#NULL!,0.9,1.11,1.48,1
25,2,2014,Spring,2,A,98,37.65,18,9,20,13,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,43,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,0,0,12,8,10,8,7,12,10,8,75,#NULL!,7,#NULL!,0,0,#NULL!,0,0,0,2,1,2,2,9,23,1.64,0.42,1.26,2.94,1.31,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,#NULL!,#NULL!,1.08,0.9,1,0.9,0.85,1.08,1,0.9,1.88,0.14,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,0.3,#NULL!,0.3,0.3,0.95,1.36,1
26,1,2014,Spring,2,A,100,38.6,18,9,19,15,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,47,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,2,0,5,5,5,5,5,5,5,1,38,#NULL!,0,#NULL!,0,2,#NULL!,5,5,4,5,3,3,5,3,35,1.67,-0.1,1.26,3.02,1.29,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,0.3,#NULL!,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0,1.58,#NULL!,#NULL!,#NULL!,0.3,#NULL!,0.7,0.7,0.7,0.7,-0.32,0.48,0.7,0.48,1.54,1
